text,target
"Эфтаназия собак, всех кто лазит без призорные на улицах. Это не шутки,шизики только делают хуже. Я уверенна что если у всей страны взять петицию будет за эфтаназию. Бедный ребёнок пусть поправляется",1
Судя по комментариям у собаки больше прав чем у ребёнка.,0
"хорошая собачка, дайте ей покушать",0
"Тоже самое говорят про велосипедистов,которые могут и сбить.Случаев было много.Просите велодорожки у властей,либо катайтесь за забором",0
Крематорий вместе с хозяином,0
"А ещё бесят самокаты,пора экзамены проводить в гббд и права давать.Ездят по тротуарам.",0
постановка .. овчарка так рвала. что ни капли крови.. очередное видео живодеров,0
Как вы затрах... ли своими постановочными видио.,1
"Такое ощущение, что собака просто играла с детьми.....",0
Ну там был камень надо было ударить им,0
Хозяина сажать надо за такое,0
Она просто играла,0
Ужас. Где хозяин собаки?,0
"Бедный ребёнок какой ужас и боль она пережилая поражаюсь с людей которые ещё глумятся над этой жудкой ситуациейВ такие моменты хочется чтобы такие люди сами такое пережили, если конечно повезёт как этому ребенку и выживите",0
Собака играла Походу .,1
Поражают люди которые в такой ситуации ещё и на видео снимают,0
Главное что бы лицо не пострадало.,0
"Овчарка никогда не нападёт просто так, от нечего делать!",1
"собачке, оне хорошие, под майонезом.....",0
Отписывайтесь от пабликов постящих фейки,0
"Игра это или нет но пора ужесточить закон об содержание собак определённых пород, с обезателным условием такими как посещение кинолога и с тренировками на команды. И наказания хозяина за проступок питомца. Если не ошибаюсь то нечего придумывать не надо просто списать закон у немцев.",0
"Брехня, так бы просто не обошлось!!",0
"Владельцев собак судить по уголовному кодексу, умышленное нанесение телесных повреждений или ущерба здоровью другому человеку СТ. 111 УК РФ. Срок в колонии поселения и компенсация морального вреда 500 000-1 000 000 рублей. А собак усыплять. Зоо защитников обязать вступать в ряды волонтеров, создавать приют и нести ответственность за бродячих собак и обязать такие приюты платить такие налоги, что бы хватало прибыли только на комбикорм животным ну или им! Тогда не будут по улице бегать бродячие, домашние будут сидеть во дворе по всем правилам закона.",0
Ужас какой.,0
Благодаря оператору изучил все камни на дороге.,0
"У меня так знакомому собака ещё в юношестве вцепилась в щёку,теперь шрам огромный",0
Какой кошмар . Бедный ребёнок,0
"Так воспитывать собаку надо, чтобы она не была опасной.",0
И хозяину тоже,0
А где нападение одни вопли собака играется,0
"Постановка однозначно. Не похоже, что собака напала. Если бы на моего ребенка собака напала, я бы собаку разорвала и не бегала бы вокруг. Плохие актеры",0
"Дети очень раздражают животных визгами, мопедами ,велосипедами и прочими вещами!!! Собака просто могла за ногу схватить, а ребёнок в испуге уже начинает орать, руками ногами махать... Но пёсель не рвал ребёнка, просто удерживал!!! Дети палками , камнями кидаются в животных!!! Факторов очень много!!! Хозяин конечно же не прав!!! Но в ситуации надо разбираться!!!",0
"Собака так просто не кидается,тем более немецкая овчарка",0
"Ниче непонятно ,что вы снимаете землю епт",0
"Сохраню-ка я это видео для зоошизиков, которые любят собачек...",1
где все зоо шизы,0
Бедная собачка..,0
Чтобы овчарка напала на ребенка впервые такое слышу,0
"Случай плохой. Но еще раздосадовало то, что пацан снимает, вместо того чтоб помочь,.... Это хуже.",0
"Видео постановка. Или как можно стоять и спокойно снимать видео , когда ребенка кусает собака.?",0
Оскар оператору!,0
То что это постановка это точно. В ктнце видоса собака о ошла по команде. За это этим беткам нужно п... чек вломить. А родокам штраф за ложное. При том штраф в полляма. Для того чтоб ха выродками следили,1
"Зоофилы сейчас бросятся на амбразуры Постанова, онажииграет, дети сами виноваты ко-ко-ко!!",1
"Те кто пишет, что эта постанова, вы нормальные? У ребенка испуг, ее повалила псина и таскала по земле. В этом мире все больше больных людей!!!!!! Собачка, бедная собачка, это постанова чтоб очернить собачек...... Дети сами виноваты. Ехали мимо, в собачка не виновата, это инстинкты. Вы б.... ть нормальные? Какая нахрен собачка? Ребенок пострадал, детей защищать надо. Читаю таких комментаторов и понимаю, сколько не далеких сейчас вокруг.",1
"Ку-ку, где зоошизы? если б девочка покусала пса, собрали б деньги на лечение, а тут наоборот... Будет сбор денег на пострадавшую от их подзащитного зверя, или сама виновата девочка и слишком громко дышала и тем самым спровоцировала пса?!",1
Зачем гуляют где собаки Я ни понимаю,0
"Постановка для общественного мнения, так и в ковид собирали мнение народа, Собака , при том немецкая овчарка, только отсобачей жизни нападет на ребенка, да и то, не Факт. Она умней любого человека.",1
Неужели вы не видите откройте глаза это постановка,0
"Немецкая овчарка-самое умное существо!умнее многих людей!!!если не дай бог что то случилось-виноват человек!!!либо хозяин либо провокатор.разобраться и Наказывать людей!на уроках обж нужно учить детей правилам безопасности.дети,будьте внимательны и осторожны.",0
Пздец слава Богу ребёнок выжил.,1
Да видно же что он играется вам бы лишь на собак бочку катить,0
Растерзать хозяев за это,1
Какой ужас,0
Дешманская постанова,0
Да она же играла ёмае,0
"Почему у меня ощущение, что видео не настоящее, и крики издает тот, кто снимает...",0
"Ну у нас как всегда лишь бы снять на видео, чем спасать ребенка.",0
"И снова здравствуйте. Опять нападение на детей. Видимо людям самим нужно решать эту проблему, раз власть не в состоянии.",0
"Это порода умная и детей не рвёт,это как то сняли не понятно.",0
И кто скажет что догхантеры зло?,0
Сапедом надо было переипашить!,1
"Кирпич лежит, бери и спасай ребёнка!",0
"Я не знаю, что это, но в такой ситуации что-то снимать на телефон? Я бы уже верхом на этой собаке сидела даже если ребенок не мой! Лажа какая-то. Не верю!",0
Опять ээээээ хозяева?,0
Пипец..,0
а что произошло? я видел только асфальт с асфальтом что-то?,0
Эти детишки убивают животных с особой жестокостью. Видео постоновочное видно сразу и испуга у детей нет. Заплатили и сделали видео.Враньё.,0
Постановка,0
оператор ящер,0
"Ну и до каких пор все это будет продолжаться?Постоянно нападают собаки и домашние и бездомные,бездомных отлавливать,а домашних,такие штрафы,чтобы неповадно было",0
Чёт не верю я....,0
Хозяина в тюрьму лет на пять! Может тогда будут намордники одевать на собак!,0
Подавайте овчарку корейцам на ужин.,1
Кайф какой,0
Надо было великом сверху ей,0
"Одна из самых умнейших породВидимо у хозяина не все дома,раз собака такую агрессию проявила",0
Вот зеленые правда защитники наглядный пример что закон о расстреле собак нужно подписать,0
Первое защищаясь от собаки пинайте ей в нос. У собак там все нервные окончания,1
Детская постановка,0
"Я хз .немецкая овчарка сама дружелюбие.. хз что случилось,",0
Нет слов,0
Какой ужас!!!,0
"До каких пор это будет продолжаться? Совсем уже собачники очумели со своими псами. Я сама уже несколько раз отбивалась от своры собак. Скоро сами будем меры принимать, какие нравятся нам. Боишься уже на улицу выйти сам, а ребенка тем более не выпустить.",1
засранцы не засранцы это уже произошло это вид факт просто надо вводить уголовную ответственность за выгул собак без намордника тогда люди может быть начнут задумываться о том что ихние питомцы могут превратиться в огресивных зверей,0
"Если такая собака без намордника, виноват хозяин! На него надо уголовку заводить.",0
Такое чувство Что собака играла Может и прикусила Но не похожа на агрессивное поведение Это конечно не оправдывает ее и ее хозяев,0
"Оооой блятььь, спасибо большое",1
"Че то мне не верится чтоб немецкая овчарка так себя вела просто так, это могла быть провокация со стороны детей",0
"Зоозащитники, ваш выход",0
Носите нож. Вот и всё. Перцовка уже не поможет,0
"Если собака кусала, то от неё нечего не осталось бы, она игралась",0
"Друзья молодцы что не испугались,не ушли от испуга и просили о помощи...настоящие друзья",0
"Как можно стоять и снимать, вместо того что бы хоть как то помочь?",0
Это всё пиздешь,1
"Хороший мальчик, так этих кожаных мешков",1
Что то то я не вижу нападений. Она играла . А ролик сделали что истерзалапридурки кожаные.,1
"В Чехии, Словакии, Венгрии, Польше существуют налог на собак!!!!! Для того чтобы купить собаку нужно не иметь судимости , не стоять на учёте у нарколога, невролога, или психиатра... Для населения продают собак стерилизованных и чипированых,в чип заносится вся информация о собаке адрес заводчика, дата рождения, дата продажи собаки, адрес хозяина и телефон хозяина!!! Хозяин обязан регулярно водить собаку на осмотр к ветеринару !!! Для преобразования собаки нужно взять письменное согласие соседей!!! Если собака делает свои туалетные дела на улице и хозяин не убирает -собаку усыпляют по решению суда,и решением суда запрещается впредь иметь собаку !!! Нам нужен такой закон!!!",0
"Ничего не поняла из этого видео, но скажу таку меня два ВЕО, это конечно не немцы, но... ни разу, никогда не напали на человека, тем более на ребёнка детей просто обожают, у них это в крови,... Что-то здесь не так",0
"Вина только хозяина, собака не уличная. Видимо одна впала в агрессию.",0
Что за чушь...,0
"Что же мама бегает вокруг ,когда ее ребенка рвет собака,не поверю,что вмешаться было не возможно.У нее ошейник ,схватить за ошейник и удар в нос ,все просто.Постановка,вот это слабое фу,бойцовой собаке?Я не верю ,зачем травить на животных,она или он чем то вам помешали,если собака пошла в нападение,поверьте мне ,это будет жестко",0
Малыши,0
Очередная провокация..,0
"Думаю собаку спровоцировали , проста так собака не кинется",0
Если собака вцепится она уже не отпустит.Видно же что играет.Хвостом еще виляет.,1
"Фейк, постановка. Собака играла. Она не будет махать хвостом, когда напала. И где порванные вещи, следы от укусов? Реально смешно на такое смотреть. Видимо так соседи решили избавиться от соседской собаки. И если собака нападает она мотает головой и тянет жертвурвет.. Дилетанты решили снять клип об нападении.",0
"Экстренный случай когда нет вариантов это прыгнуть на собаку сзади и зубами впиться ей в ухо... И держать до тех пор пока собаку не свяжут. Животный инстинкт у собак- подчинятся старшим и родителям, а воспитание в собачьей среде происходит через укус за ухо. Сам не пробовал, но видел пару случаев. Не 100, но от безысходности и собачьим ушком закусишь",0
Ужас какой Господи скорейшего выздоровления малышке,0
"Сколько же можно?, передайте глухонемым депутатам и старичкам Кремля, пора заняться намордниках, если не хотят этим заниматься, ваши подданные, выполняйте работу сами.?",1
"Вы тут ниже я смотрю все специалисты кинологи и владельцы немецких овчарок. Слишком быстро выводы сделали. Конечно в данном случае такую собаку нужно изолировать, и ребенка конечно жаль. Хочу сказать как владелец немецкой овчарки, чистокровной- это порода очень социализирована, и ориентирована на человека. И чтобы немецкая напала на человека, это из ряда вон событие. Облаять максимум невоспитаннная может. У меня двое детей, и они на ней маленькие чуть ли не катались, ласковая и общительная порода. Детей любит и слушается хозяина. Чужие дети приходят к нам на батуте прыгать, никого не трогает. Кота своего шотландского не обижает, облизывает всего.",0
А кто снимает?,0
Хозяев под суд,0
"Дураков ищите?? За чем??? Видно же, что собаку девочка держит на голову и ни кто ее не кусает",1
"Самая тема - друга рвёт зверь - а Сниму ка я видос, на память о друге",0
Это хозяин научил,0
"Что то здесь не то, такое впечатление, что собака играет. Ни рыка, ни гавканья и снято как то ... Дети тоже не напуганы, а в азарте.",0
"За кадром смех детский так они напуганы, снимать есть время, там рядом камень большой переживали бы или хотели помочь камень швырнули.",0
У меня на против гаража живёт Алабай ребятня постоянно ходят и дразнят сколько я их не шугаю они всё равно продолжают я им сколько раз говорил а не дай бог она перескочит забор вы думайте головой и пофиг и это делают что мелкие и так же уже рослые,0
Видео постановочное видно что пёсель играет!,0
"Ни напуганных и разбегающихся от взбешенной собаки детей странная реакция, ни рычания и лая собаки... Зато смех слышен в определённые моменты Ерунда какая-то состряпанная",0
"пипец, когда это прекратится каждый месяц такие новости",0
"Лапти, вы зае, неужели не видно, что видео постановочное, а собака играет с девочкой.",0
"Я взяла овчара в 4 года , хозяева от него отказались,кормила с рук,чтоб он к нам привык, проверьте сквозь слезы предательство он был самым лучшим защитником и знал свое место .Собаки перед атакою всегда контролируют всё ився",0
Теперь всю жизнь ребенок собак бояться будет,0
"А где больные зоофилы? Че то не слышно их, наверно етутся со своими кобелями как обычно.",1
"С такими операторами собака загрызет , она телефон с рук и не отпустит . Курица какая-та а не оператор",0
Вместе с хозяином к стенке,1
"Зоофилы сейчас набегут, скажут ребенок напал на бедную собачку",1
Самое главное успеть снять на телефон видео.,0
Немец без повода не нападёт.,1
"Если один снимает все на телефон, значит все не так и плохо",0
"Давно пора в этой сфере навести порядок. Животное строго должно быть закреплено за конкретным человеком. Регистрация должна быть простой, но толковой. За собак агрессивных пород ввести строгую ответственность. Многие хозяева, говорят она добрая не кусается. А Вы осознаете реакцию детей, когда к ним приближается объект агрессивной наружности и порой размерами выше их роста. В их глазах какой это монстр. Там уже эти слова бесполезны. Ребенок может на всю жизнь остаться инвалидом, испуг на всю жизнь. Подумайте над этим. Давайте друг друга уважать и слушать и главное слышать. Не кто не против животных, главное безопасность!!! И уж тем более наших с Вами детей. Чужих детей не бывает!!!",0
"Либо недохозяин не воспитал собаку, либо родители недовоспитали детей! Но что б овчарка просто так накинулась это из ряда вон выходящих! Скорее всего пиzдюки собаку доканали в конец!",1
Вот тебе и друг семьи. Немец никогда не прыгнет на человека итп,1
Мне тоже кажется что она играет с ней,0
Оператор сову натянуть решил?,1
"Такая собака конечно может напугать ребенка, но не похоже чтобы она кусала...при агрессии собака ведёт себя по другому. Скорее просто неумело играла. Безусловно хозяин собаки виноват, нельзя выпускать на самовыгул, без присмотра такую серьезную породу.",0
И ни одной капли крови?! Ребята явно переиграли,0
Один вопрос кто снимает???,0
"Благодаря , друзьям которые смогли позвать на помощь взрослых трагедии удалось избежать... Хорошие друзья никогда не оставят в беде!!!",0
"Зная немцев это наверное самая , обучаемая ,самая преданная , чтоб на людей напал немец , да не верю.",0
"Что-то крови не видать, только слова, да и автор только землю снимает, есть правда кадр где собака с ребенком, но она походу просто играла, попахивает пиздежом.",1
Забыл добавить это самые добрые.,0
пусть играются,0
"В чем проблема не понимаю, если собака напала на улице без хозяина, без намордника, без поводка усыпить, и все?",0
Ну кто так снимает??,0
Зоозащитники отзовитесь! И проверьте все ли ваши дети дома,0
а снимать так и не бросили не смотря на ситуацию,0
На самом деле за выгул любых собак без намордников должен быть хороший штраф как минимум от 500 тыс р. И каждый год собака должна проходить медосмотр на предмет бешенства и иных заболеваний. И 10 с суммы отдвать тем кто заявил о нарушении.,0
Зачем такое снимать,0
Жесть,0
"Ну это точно не постановочное, просто дети, в отличие от взрослых, по разному реагируют на такую ситуацию",0
"Все что бегает на улице без хозяина и намордника усыплять, это считается диким животным",0
"Деток воспитывайте, овчарка очень умная порода, и просто так не кинется, так что не вините собаку, лучше спросите, что пацан причинил ей? Провокация добром не заканчивается",0
"Любители псин не переведутся. Сколько псины изуродовали людей и особенно детей немерено, без счёта. Или просто загрызли насмерть. Нееееет, любименькие псииииины",1
"Возле дома собака дворняга родила 4 щенят вроде, они уже большенькие довольно. Батя в соседнем дворе постоянно лежит, иногда приходит к ним. Каждый день там проходят люди и собака лежит спокойно никого не трогает, когда люди проходят мимо щенять, а они играют там. Теживодёры, кто пишет волонтеры и т.п Мы в ответе за тех, кого приучили. Мужичок знал, что она опасна, прошляпил её и так её воспитал агрессивно, то скорее претензии к мужику.",0
"Как бы это не было , на собаке должен быть намордник и поводок, было много случай подобных и в итоге дети остались заиками на всю жизнь",0
А по моему это фейк,0
При Союзе зоошизой не воняло...,1
Ужас.,0
"У самого собака без намордника не хожу вообще никогда,потому что эта собака что у нее в голове я не знаю на то это и животное! Согласен хозяина собаки наказать!",1
Собака играется,0
зае..ли собачатники!!,0
А зоодебилы что-то помалкивают?,1
Это что за видос?,0
"Агрессии на видео нет,тупо дергающий телефон и ор...всё!",0
Очередной вброс для негатива ...и видимо набора лайков...,0
"Оператор от бога, ничего не видно,а ребенку выздоровления",0
Налог на животных!!!!!!!,0
"Разве не лзья , заделать так , если не в намордники значит штраф , если укусила , значит уголовное преследование человеку .",0
"Я одна вижу ,что дети просто орут а собака играет ? Неужели все настолько деградировали ,что не видят банального? Понятное дело ,что ребенок очень испугался и это не норма,когда собаки на самовыгуле, но тут очевидно ,что собака ее даже не разу не укусила и даже не пыталась напасть. Дети ржут ,это же слышно",0
Так смотри видео... Это ИСПУГАННЫЙ РЕБЁНОК СНИМАЛ! ПОТОМ ПОДОШЛИ ВЗРОСЛЫЕ!,1
Постановка какая-то,0
"Бойцовских и сторожевых собак нужно отнести к оружию. Почему оружие регистрируют, а их нет? И взымать плату, за содержание",0
Нодо ствол с собой носить шуточки не пройдут со мной и моими детьми,1
Постановка махровая,0
"Видно же играется ,а дети орут",0
Молодцы хоть снимают . А то что собака наносит страх и боль . Норма для детей,0
Детей страшно отпускать гулять какой ребёнку испуг.,0
"Если бы собака была бы агрессивно настроена, такой бы рык стоял, а она играла, а детей подговорили с имитировать нападение собаки, актёришки некудышные. И всё это однозначно....провокация.",0
"Первый раз воочию вижу как Немец без команды кидаеться на человека, в данном случае на ребёнка. Много вопросов.",0
Хоз шакал,1
На собак нужен хороший налог!,0
"Это не нападение. Хорош делать постановы и настраивать людей против животных, они лучше нас без хитрости фальши и предательства. Бывает конечно что нападают, но и самолёты падаю.т, однако все летают. В этом случае постанова",0
"вот поэтому у меня всегда есть газовый балон,сигнал охотника и нож. Детям выдавать обязательно.",0
"Собака просто играла, напугала ребенка сильно, если бы она хоть раз куснула, , она если захочет убить может.",1
Ребёнок вряд-ли в это время начал бы снимать,0
Трэш!,0
Просто все сразу обвиняют собаку с хозяевами вы на своих детей по смотрите научити их с животными общаться а не палкой и камнями кидаться а ребёнок просто попал и за кого-то собака прото обозлилась ну и не факт что она её не дразнила,0
"Велосипеды рядом валяются,схватил велосипед да по хребтине собаке врезал разок,сразу убежит",0
Оператор от бога,0
Люди!!! Очнитесь!!! За что ругаться?это же постановка. Овчарка так не работает.!!!!!,1
Нет собаки нет проблем! Не дай бог такое случится с моими близкими собака радикально пропадет .,0
Походу пост не соответствует ситуации,0
Собака ни одного укуса не сделала.видно что играет.Зачем дети орут не понятно.,0
"Именно по этому надо носить с собой шокер,во первых собаки очень боятся одного только звука,во вторых можно с хозяином вместе бахнуть",0
Ижевск иду утром на работу мимо дама с таксой и ведь бросилась на меня без повода времени не было уши оторвать,0
"Боже мой.какие же всё таки люди неадекватные собака играла , заснятый спецом ролик для срача ! Вы в себе вообще? Не дай бог вас и вашего близкого так потрепают ..... Так же скажете наверное или напишите в соцсетях",1
Вижу только дебильную постановку,1
Не цы сами не нападают. Это подстава,0
Бедная собака,1
Зачем вы так любите хтих собак не пойму,0
Ну как любители животных?,0
"А, ну сейчас нам расскажут, что собачка имеет право играть, разрывая и убивая все живое вокруг, все остальные не имеют права на жизнь.",0
"Че фу, она же не насрала",1
ВСЕ ЗООЛЮБИТЕЛИ ЕТИХ ТВАРЕЙ СМОТРЯТ ЭТО ВИДИО??!!!!,1
ФЕЙК. Дохов,1
Может пора Огромные штрафы давать хозяину чья собака на улице без намордника???!!!!. Причём любой породы,0
"Зоозащитники, спасайте собачку от диких детей!!!",1
Оператор вырвиглаз..и там маломут вроде..хотя с таким оператором,0
"Что-то на атаку не сильно похоже. Такой пес большой в миг бы ребенка разорвал, а тут по моему даже укусов нет. А вот страха ребенок натерпелся уж точно.Так что хозяйка пса по-любому к ответу. За собаками надо следить, особенно ха большими",0
"На видео один асфальт снят, поэтому никаких выводов ни делаю",0
Пёс хотел поиграть но поздно понял что они обнутые,0
Где хреновы зоозащитники,1
Девочка малютка здоровья тебе и скорейшего выздоровления!!!!!,0
Главное вовремя включён телефон,0
Постановка глупая даже крикнула собака ее не кусала,0
Хозяев надо наказывать по полной!,1
А снимать обязательно? Или спасать надо?,0
"Что то брехня какая то, один асфальт и ноги в обуви с велосипедами",0
"Ребёнка рвать можно, а собаку не тронь! Ну и законы!",0
Постанова дешёвая.,0
"Что с этой собакой делали что она на ребенка кинулась, виноваты хозяева",0
"Зоошизы опять начали скулить что собачка ни причём а дети её дразнили и шумно себя вели, это вызвало стресс и страх у собачки, и она вообще-то хотела убежать, но дети ей не дали, и начали её таскать за шерсть.",1
Оттягивать собаку нужно за задние лапы приподнимая!,1
Немец никогда не бросится на человека без определенной программы обучения. В принципе так можно сказать про любую поролу,0
"Вообще, видос провокационный!",0
Бред. Немец чудкая собака. Просто так не кинется???,1
Ох уж эти папарацци помогли бы,0
"За своими питомцами следить нужно! Не важно какой породы и размера собака. К сожалению сплош и рядом, случаи когда собаки колечат детей и взрослых. Особенно касается детей! Собака чувствует преимущество. И зачастую такие хозяева не несут ни какой ответственности за последствия и принесённый вред здоровю . Всё равно что маньяка выпустить на свободу. Тем более ели собака агрессивная.",0
"Я конечно могу ошибаться, но мне показалось что собака пыталась играть.. Иначе она бы просто порвала... Да и в голосе девочки слышится скорее смех, чем слезы..",0
Капец,0
"Хрень какая то, ни чего не понятно. Говорят что кровь но при этом ее не видно и не показывают.",0
"Овчарки очень умные от природы собаки, что то тут не то",0
"А тот, кто спокойно снимал это видео, почему не помог? Как можно было спокойно смотреть на это?",0
"Не желаю всем у кого есть дети , но защищающих собак , что бы они испытали такое же как этот ребенок.",0
"Это постанова, перед собакой извинились, детям дали по шоколадке, маму отругали.",0
"id121987094Ксюша, И этот оператор, почему - то не снял, как ребенка спасали. Это большой вопрос, однако. Вообще - то, нормальный человек будет спасать ребенка, а не снимать подобное видео.",0
"Может я ошибаюсь,но собака играла.У неё нет агрессии совсем, посмотрите как собака виляя хвостом отходит от ребенка.Она его не треплет,не издаёт рык,лай.Это постановка, видимо кто то хочет избавиться от собаки.Да и другие бы дети рядом так не стояли случись нападение.И кроме ног не фига ничего не видно и не понятно.",0
А что ее Иисус не помог вы же русский в церковь хотете каждый день,0
"Вокруг камни, взял камень и по бошке собаке",0
"У меня так на маму однажды овчарка набросилась,питомец ее подруги! Решили в деревне ее вывезти на лодке через речку в лес погулять. А я на мостике посуду в реке споласкивала,смотрю вниз по течению крик и овчарка у мамы на спине висит! Как я орала! У меня был шок,про маму Я вообще молчу! Дедушка хотел пристрелить эту псину,она набросилась просто так,но хозяева умоляли не убивать и не убили. А маму уколами ещё долго кололи и одна часть тела у нее отнялась,благо что выздоровела! Собаки которые агрессируют на людей,тем более без повода угрозы это не нормально!!!!",1
"Фу, фу, так собаку не отогнать... Дети совсем маленькие, как же жалко их.",1
"Сколько можно говорить, выходит ребёнок на улицу, ему нужно брать собой колбасу, еслиб это был мой ребенок, кусачая былаб уже не кусачей,",0
Оператор,0
в данном видео собака просто играется. да и подростки которые снимают дурака валяют. Но где хозяин и почему собака свободно бегает это вопрос -штрафовать надо жестко за такое. Хотя не удивлюсь что это собака одного из подростков просто на видео хайпануть захотели дурака валяют.,0
Не понимаю снимают а не помогают ребенку.ведь видео важнее чем помощь,0
По любому узбекская овчаркада нацики,1
"Какой кошмар. Бедный ребёнок, слава богу, что жива",0
"Как хозяйка двух собак скажу лишь одно . Любишь свою собаку, значит води её на поводке и всегда она на улице должна быть на коротком поводке, для этого есть фиксаторы, шлейки и прочая атрибутика. Не обязаны все вокруг любить чужих животных и реакцию собаки хозяин может заранее предугадать. И вовремя делать все прививки , плюс уборка за своими питомцами . Собаки имеют свойство заигрываться порой , по этому полный контроль.",0
